Age [ka BP],Depth [m],Al [ppm],Ba [ppm],Mo [ppm],Ti [ppm],U [ppm]
29.378,2.559,85487,306,3,8025,5
29.391,2.560,86637,338,3,8084,3
29.404,2.561,85246,290,3,8479,3
29.416,2.562,87862,338,3,7949,6
29.429,2.563,87041,284,3,8523,3
29.442,2.564,89976,290,2,8441,7
29.454,2.565,87416,351,2,7939,3
29.467,2.566,87924,364,2,8035,3
29.480,2.567,87636,306,2,8066,4
29.492,2.568,88841,361,3,8027,3
29.505,2.569,87535,308,2,8184,5
29.518,2.570,88795,352,2,8069,4
29.531,2.571,88060,318,3,8501,4
29.544,2.572,86614,332,3,8352,3
29.556,2.573,87821,397,4,8360,5
29.569,2.574,88206,288,3,8462,5
29.581,2.575,88213,292,3,8438,5
29.594,2.576,89104,249,1,8458,3
29.607,2.577,87234,323,3,8407,4
29.619,2.578,88685,305,3,8154,4
29.632,2.579,86241,310,3,7773,5
29.645,2.580,88432,311,2,7997,2
29.658,2.581,87772,267,2,7942,3
29.670,2.582,89215,373,2,7969,4
29.683,2.583,90650,321,3,8324,3
29.696,2.584,89632,345,3,8113,3
29.709,2.585,88015,341,3,8154,2
29.721,2.586,87720,301,3,8091,4
29.734,2.587,88174,308,2,7955,2
29.747,2.588,87371,254,3,8168,2
29.760,2.589,88544,313,3,7953,2
29.773,2.590,91306,351,1,7755,4
29.785,2.591,91123,345,2,7968,5
29.798,2.592,89015,351,4,7991,5
29.811,2.593,90682,356,3,8318,4
29.824,2.594,88369,292,1,7935,2
29.837,2.595,89406,271,1,7686,2
29.850,2.596,87915,301,1,7662,3
29.863,2.597,88976,246,1,7602,2
29.875,2.598,88068,211,1,8007,1
29.888,2.599,87128,242,1,7610,2
29.901,2.600,87311,273,2,7640,2
29.914,2.601,87909,304,2,7484,2
29.927,2.602,90039,309,1,7617,4
29.940,2.603,88497,255,2,7782,3
29.954,2.604,87363,232,2,7734,2
29.967,2.605,89862,250,2,7914,2
29.980,2.606,88239,265,1,7777,4
29.993,2.607,88534,323,2,7774,4
30.006,2.608,87704,267,2,7763,2
30.020,2.609,89880,363,2,7410,4
30.033,2.610,90001,206,1,7870,2
30.046,2.611,90208,291,1,7466,5
30.059,2.612,89301,232,2,7562,3
30.073,2.613,88306,235,1,7596,3
30.086,2.614,87599,283,1,7675,2
30.099,2.615,88093,282,1,7605,2
30.112,2.616,88422,235,1,7769,2
30.125,2.617,87423,325,2,7268,6
30.139,2.618,88772,264,2,7597,4
30.152,2.619,88982,251,2,7509,4
30.165,2.620,88003,269,2,7349,2
30.178,2.621,87683,245,1,7434,2
30.192,2.622,87657,264,1,7413,2
30.205,2.623,87599,257,1,7594,3
30.218,2.624,88112,302,2,7346,3
30.231,2.625,87523,259,1,7372,3
30.245,2.626,86452,231,1,7328,3
30.258,2.627,88167,275,2,7509,3
30.271,2.628,86802,287,2,7410,3
30.285,2.629,87030,260,2,7661,3
30.298,2.630,85126,255,2,7761,5
30.312,2.631,87179,285,2,7732,5
30.325,2.632,86181,275,2,8001,3
30.338,2.633,86123,250,2,8086,3
30.352,2.634,88068,300,2,8337,3
30.366,2.635,88515,271,2,8056,4
30.379,2.636,88461,280,2,8129,5
30.393,2.637,86765,302,3,7715,4
30.406,2.638,88335,283,3,7943,4
30.419,2.639,88347,249,2,8031,3
30.433,2.640,87904,302,2,7982,3
30.446,2.641,87633,308,3,7960,3
30.460,2.642,89391,320,3,8165,2
30.473,2.643,88414,302,3,8012,4
30.487,2.644,88782,321,2,8153,5
30.500,2.645,88899,292,1,7831,7
30.514,2.646,86859,264,2,7915,3
30.527,2.647,87237,209,2,7851,4
30.540,2.648,86877,268,2,8003,2
30.551,2.649,89390,262,2,7806,5
30.562,2.650,88063,257,2,8113,2
30.573,2.651,87027,250,2,7874,4
30.585,2.652,89302,233,1,8063,4
30.595,2.653,88425,259,2,7979,3
30.605,2.654,88850,349,2,7903,4
30.614,2.655,89300,254,2,8044,5
30.623,2.656,87862,294,3,7903,3
30.633,2.657,89064,237,2,8090,3
30.642,2.658,91047,323,1,7962,4
30.652,2.659,90164,274,3,8227,5
30.661,2.660,93903,265,2,8807,6
30.670,2.661,92626,304,2,8462,4
30.680,2.662,92141,329,3,8459,4
30.689,2.663,89057,272,3,8576,3
30.699,2.664,86967,331,2,8308,3
30.708,2.665,88768,286,3,8203,2
30.718,2.666,88828,326,2,8373,7
30.727,2.667,88346,332,2,7838,5
30.737,2.668,89476,231,3,8210,4
30.746,2.669,88140,316,2,7895,4
30.755,2.670,88225,270,1,7897,4
30.764,2.671,87354,217,2,8057,3
30.774,2.672,88345,230,2,7797,3
30.783,2.673,88034,235,2,8047,2
30.792,2.674,88870,359,2,7714,4
30.802,2.675,89165,287,3,7853,4
30.811,2.676,88563,280,2,7843,3
30.820,2.677,87961,247,2,7938,2
30.830,2.678,86362,271,2,7832,3
30.839,2.679,86918,293,2,8118,4
30.848,2.680,90391,263,2,8229,3
30.857,2.681,89956,372,2,7984,4
30.867,2.682,90586,274,2,8102,2
30.876,2.683,89932,261,2,7878,3
30.885,2.684,88927,198,2,8212,4
30.895,2.685,89882,246,2,8260,5
30.904,2.686,90636,314,2,8024,4
30.913,2.687,91217,337,2,8205,2
30.922,2.688,88854,311,2,7959,5
30.932,2.689,89087,291,2,7962,4
30.941,2.690,89607,323,3,8010,5
30.950,2.691,89130,279,2,7987,4
30.959,2.692,90239,279,3,8163,5
30.969,2.693,89851,320,2,8131,3
30.978,2.694,92267,282,2,8100,3
30.987,2.695,90827,236,1,8156,2
30.997,2.696,89540,259,2,7950,2
31.006,2.697,90300,247,1,7988,4
31.015,2.698,89189,319,2,7912,4
31.024,2.699,89926,296,1,7666,4
31.033,2.700,89492,285,1,7663,3
31.042,2.701,90724,300,1,7712,4
31.051,2.702,90419,257,2,7859,3
31.060,2.703,89453,263,3,7435,4
31.069,2.704,86753,327,4,7451,4
31.077,2.705,88461,317,2,7789,3
31.086,2.706,87938,330,3,7537,6
31.095,2.707,89403,276,2,7768,4
31.103,2.708,91462,237,2,8071,2
31.112,2.709,91368,268,2,7962,3
31.121,2.710,90010,257,3,8320,3
31.129,2.711,89506,260,2,8268,2
31.138,2.712,89504,362,2,7765,4
31.147,2.713,89529,262,3,8154,5
31.155,2.714,90902,274,3,8459,4
31.164,2.715,89604,373,2,8014,2
31.173,2.716,90787,276,2,8355,3
31.181,2.717,91602,290,3,8371,4
31.190,2.718,91759,324,2,8276,6
31.199,2.719,92755,348,2,8171,5
31.207,2.720,90354,301,2,8373,4
31.216,2.721,90641,308,2,8215,4
31.225,2.722,89457,248,2,8061,5
31.233,2.723,90681,296,3,8453,5
31.242,2.724,90029,253,2,8187,3
31.251,2.725,90093,296,2,7925,4
31.259,2.726,91129,267,3,8061,4
31.268,2.727,89825,303,3,7796,4
31.277,2.728,88699,278,2,8097,5
31.285,2.729,89760,251,1,7972,2
31.294,2.730,90268,273,2,8232,3
31.303,2.731,89290,321,2,7919,5
31.311,2.732,90480,337,2,8383,4
31.320,2.733,91506,319,3,8534,5
31.329,2.734,91490,314,2,8528,4
31.337,2.735,89812,334,3,8267,4
31.346,2.736,87476,279,2,8293,5
31.355,2.737,89827,231,3,8162,4
31.363,2.738,90797,306,2,8132,4
31.372,2.739,90817,342,3,7963,3
31.380,2.740,88765,247,2,8173,6
31.389,2.741,89367,261,2,8188,4
31.397,2.742,88613,300,3,8232,5
31.406,2.743,89177,273,2,8079,3
31.414,2.744,90495,300,2,8163,4
31.423,2.745,89177,304,3,8037,6
31.432,2.746,89363,275,3,8247,5
31.440,2.747,89693,242,3,8495,4
31.449,2.748,89346,337,2,8144,5
31.457,2.749,89956,281,1,8262,2
31.466,2.750,89987,276,2,8039,4
31.475,2.751,90181,288,2,8055,5
31.484,2.752,88861,362,1,7848,4
31.492,2.753,89849,322,2,8091,6
31.501,2.754,88751,248,2,8132,4
31.510,2.755,87328,324,2,7898,3
31.519,2.756,87658,258,4,8085,3
31.527,2.757,89276,254,2,8147,5
31.536,2.758,89143,268,3,8289,6
31.545,2.759,88958,220,2,8471,3
31.554,2.760,89736,247,2,8478,4
31.563,2.761,88386,287,2,8128,4
31.571,2.762,88531,309,2,8052,5
31.580,2.763,89158,226,2,8420,5
31.589,2.764,90121,317,2,8074,3
31.598,2.765,90670,230,2,8422,3
31.607,2.766,87747,245,3,8402,4
31.615,2.767,90315,318,2,8383,4
31.624,2.768,88744,283,2,8063,5
31.633,2.769,88008,293,2,8292,2
31.641,2.770,88058,260,3,8145,5
31.650,2.771,88187,278,3,8234,3
31.659,2.772,88072,263,3,8315,4
31.668,2.773,88964,246,1,8305,4
31.676,2.774,89558,292,2,8175,5
31.685,2.775,89621,291,2,8099,4
31.694,2.776,89032,253,2,8212,2
31.703,2.777,89723,264,3,8149,4
31.712,2.778,89317,285,2,8333,4
31.721,2.779,89575,291,3,8165,3
31.730,2.780,90335,272,2,8206,5
31.738,2.781,88368,249,2,8017,3
31.747,2.782,88265,306,2,7770,5
31.756,2.783,89452,301,4,8431,2
31.765,2.784,88988,253,3,8144,4
31.774,2.785,87750,305,3,7793,4
31.783,2.786,89071,311,2,7888,2
31.792,2.787,88349,247,1,7952,3
31.801,2.788,89807,286,2,7816,4
31.809,2.789,89285,250,1,8001,3
31.818,2.790,88604,266,2,7830,4
31.827,2.791,89758,249,2,7897,5
31.836,2.792,88322,251,3,7909,3
31.844,2.793,88508,286,3,8038,4
31.853,2.794,87750,215,3,7981,4
31.862,2.795,86642,269,4,8025,5
31.871,2.796,87208,209,3,8150,4
31.880,2.797,89391,328,3,7811,5
31.889,2.798,88188,285,5,7958,7
31.898,2.799,88964,252,4,8325,4
31.907,2.800,89738,273,3,8179,3
31.916,2.801,88935,407,3,7926,5
31.925,2.802,90340,328,4,8110,7
31.934,2.803,90250,303,4,8417,5
31.943,2.804,87768,316,7,8052,6
31.952,2.805,86695,292,4,7853,4
31.961,2.806,85461,257,3,7873,7
31.971,2.807,85819,230,3,7767,4
31.980,2.808,86606,300,3,7737,7
31.989,2.809,86860,222,2,7839,2
31.998,2.810,84676,262,3,7674,4
32.007,2.811,86549,225,2,7586,3
32.017,2.812,84533,281,2,7411,4
32.026,2.813,83130,235,2,7412,3
32.035,2.814,84560,221,2,7355,3
32.044,2.815,85763,236,2,7793,3
32.053,2.816,84977,227,2,7540,3
32.062,2.817,85413,282,3,7589,6
32.071,2.818,84151,301,3,7492,4
32.080,2.819,87071,273,2,7741,4
32.090,2.820,85482,280,3,7496,4
32.099,2.821,84245,224,2,7660,4
32.108,2.822,84816,201,1,7594,1
32.117,2.823,85343,271,2,7590,3
32.126,2.824,85554,257,2,7567,3
32.135,2.825,84539,280,2,7578,3
32.145,2.826,84073,237,2,7421,3
32.154,2.827,83164,220,2,7536,3
32.163,2.828,83584,257,3,7395,4
32.172,2.829,85891,250,2,7476,6
32.181,2.830,84573,300,2,7944,3
32.190,2.831,84561,298,2,7601,3
32.200,2.832,83971,299,2,7738,4
32.209,2.833,85669,219,2,7501,4
32.218,2.834,84726,268,2,7542,3
32.227,2.835,85467,278,2,7668,2
32.236,2.836,86636,240,2,7628,2
32.245,2.837,86179,291,3,7716,5
32.254,2.838,87261,399,3,7934,6
32.263,2.839,86446,335,4,7787,6
32.272,2.840,86489,245,2,8004,5
32.281,2.841,87268,346,3,7927,4
32.290,2.842,85552,301,2,7809,4
32.299,2.843,88337,304,3,8147,5
32.309,2.844,86686,287,3,7978,3
32.318,2.845,87483,335,2,7648,4
32.327,2.846,87891,278,5,7985,7
32.336,2.847,87635,319,6,8161,6
32.346,2.848,88270,276,3,8328,5
32.355,2.849,88006,249,3,8046,4
32.364,2.850,89208,290,4,8084,4
32.373,2.851,88603,287,2,7997,4
32.382,2.852,89246,233,3,7977,5
32.392,2.853,87979,284,3,7991,6
32.401,2.854,89232,273,2,7857,4
32.410,2.855,87725,235,2,7818,3
32.420,2.856,87299,294,2,7596,6
32.429,2.857,87938,279,3,7779,5
32.438,2.858,88545,270,2,7783,5
32.448,2.859,88548,318,3,7615,5
32.457,2.860,88471,257,2,8022,2
32.467,2.861,89011,258,2,7863,4
32.476,2.862,88323,234,2,7762,3
32.485,2.863,88164,255,3,8072,5
32.495,2.864,89169,263,2,7745,5
32.504,2.865,88684,230,1,7846,3
32.513,2.866,88907,239,2,7719,6
32.523,2.867,89324,214,2,7626,3
32.532,2.868,88211,224,2,7766,3
32.541,2.869,87358,288,2,7633,2
32.550,2.870,89064,266,2,7903,4
32.559,2.871,92224,273,4,8347,5
32.569,2.872,93715,312,6,8223,5
32.578,2.873,92956,335,4,8090,5
32.587,2.874,91847,319,2,8408,4
32.596,2.875,91643,282,4,8318,4
32.605,2.876,89903,251,4,7868,3
32.614,2.877,92741,255,5,7576,6
32.624,2.878,91567,279,2,7496,6
32.633,2.879,90433,270,3,7798,4
32.642,2.880,90713,279,3,8060,6
32.652,2.881,88260,309,3,8059,4
32.661,2.882,88035,225,3,8061,5
32.670,2.883,89641,242,3,7976,5
32.679,2.884,90778,256,2,8194,4
32.688,2.885,91527,241,3,7906,5
32.697,2.886,90601,244,2,8152,4
32.706,2.887,88680,248,2,7975,3
32.715,2.888,89089,321,2,7769,1
32.725,2.889,88274,231,2,8131,4
32.734,2.890,89662,287,3,7914,6
32.743,2.891,92162,310,2,8010,5
32.752,2.892,90795,312,2,8240,6
32.761,2.893,92898,281,4,8645,4
32.770,2.894,91040,318,5,8374,6
32.780,2.895,91594,277,3,8401,5
32.789,2.896,91847,293,5,8569,4
32.798,2.897,90809,224,2,8188,3
32.807,2.898,88471,294,5,8124,4
32.816,2.899,88544,280,4,8296,5
32.825,2.900,88764,254,4,8651,3
32.834,2.901,89462,315,5,8531,4
32.844,2.902,91702,348,4,8430,5
32.853,2.903,88906,318,4,8058,4
32.861,2.904,88813,274,4,8561,3
32.870,2.905,89684,334,5,8413,4
32.879,2.906,89080,358,5,8353,6
32.888,2.907,86800,293,2,8085,2
32.897,2.908,88618,197,3,8436,3
32.906,2.909,89281,321,2,7777,6
32.915,2.910,89103,316,3,7876,5
32.924,2.911,88480,326,3,7784,7
32.933,2.912,86673,260,4,7894,4
32.942,2.913,87807,259,3,8043,3
32.950,2.914,87172,265,3,7764,4
32.959,2.915,88251,278,4,7610,4
32.968,2.916,88158,264,3,7916,4
32.977,2.917,87947,242,2,7947,4
32.986,2.918,87483,243,2,7964,3
32.995,2.919,85089,260,2,7786,3
33.004,2.920,86202,223,2,7748,2
33.013,2.921,87520,272,1,7901,5
33.022,2.922,88899,302,2,7742,6
33.030,2.923,87293,243,2,7930,3
33.039,2.924,85834,275,2,7775,3
33.048,2.925,86510,216,2,7725,6
33.057,2.926,86163,191,2,7708,3
33.066,2.927,85280,224,2,7656,4
33.075,2.928,88495,243,1,7825,4
33.084,2.929,85104,215,3,7592,4
33.092,2.930,85923,246,2,7512,4
33.101,2.931,87070,236,2,7476,2
33.110,2.932,86750,200,2,7787,2
33.119,2.933,86255,302,2,7629,3
33.128,2.934,87015,274,1,7734,3
33.137,2.935,86898,240,1,7822,3
33.146,2.936,87928,250,1,7868,3
33.155,2.937,88234,244,1,7840,3
33.163,2.938,87774,248,1,7753,2
33.172,2.939,88253,322,2,7612,4
33.181,2.940,85746,207,2,7575,1
33.190,2.941,85285,248,2,7636,4
33.199,2.942,85886,246,3,7419,3
33.207,2.943,86056,261,1,7520,3
33.216,2.944,86276,219,3,7357,3
33.225,2.945,84287,168,2,7526,2
33.234,2.946,86236,272,1,7213,2
33.243,2.947,85556,241,3,7632,2
33.251,2.948,85326,243,2,7565,3
33.260,2.949,83699,280,3,7391,3
33.269,2.950,84397,266,2,7564,3
33.278,2.951,85774,294,2,7288,5
33.287,2.952,85143,278,2,7493,2
33.295,2.953,85050,243,2,7596,3
33.304,2.954,85170,266,2,7559,4
33.313,2.955,84895,229,2,7744,2
33.321,2.956,84087,223,3,7803,4
33.330,2.957,84880,263,5,7773,4
33.339,2.958,84996,213,3,7701,4
33.348,2.959,85127,300,2,7482,4
33.357,2.960,87210,247,2,7849,3
33.366,2.961,84137,281,2,7375,2
33.374,2.962,86170,300,2,7581,5
33.383,2.963,86683,328,2,7772,6
33.392,2.964,89632,297,2,7849,4
33.401,2.965,87386,298,2,7799,2
33.409,2.966,89487,216,2,7914,3
33.418,2.967,90015,289,3,7853,4
33.427,2.968,85925,276,2,7714,2
33.436,2.969,87371,228,2,7797,4
33.444,2.970,88611,259,1,7854,3
33.453,2.971,88198,323,2,7685,6
33.462,2.972,88561,284,3,7827,5
33.470,2.973,87817,207,3,7842,3
33.479,2.974,89148,261,5,7521,2
33.487,2.975,88767,264,3,7486,4
33.496,2.976,90614,279,5,7591,4
33.504,2.977,90328,301,3,7857,4
33.513,2.978,90598,241,2,8080,4
33.521,2.979,91030,258,2,7917,4
33.530,2.980,91395,216,2,8078,4
33.539,2.981,90103,251,1,7782,2
33.547,2.982,88338,261,2,7840,4
33.556,2.983,88701,250,2,7808,2
33.564,2.984,90555,268,1,7817,3
33.573,2.985,90107,245,2,7847,3
33.581,2.986,88162,260,2,7777,3
33.590,2.987,88623,264,1,7771,3
33.598,2.988,88265,294,1,7499,4
33.607,2.989,87828,181,2,7882,3
33.616,2.990,87493,269,2,7625,4
33.624,2.991,88502,253,1,7699,3
33.633,2.992,88985,267,2,7584,2
33.642,2.993,88261,277,2,7781,4
33.650,2.994,87934,331,2,7671,3
33.659,2.995,89635,270,3,7843,4
33.668,2.996,88772,312,2,7764,5
33.677,2.997,88454,331,2,7638,5
33.685,2.998,87387,303,2,7509,4
33.694,2.999,87466,326,3,7352,6
33.703,3.000,87444,330,3,7954,4
33.712,3.001,87197,272,2,7675,4
33.721,3.002,87435,279,4,7969,2
33.729,3.003,88651,278,2,7864,4
33.738,3.004,86770,317,3,7782,4
33.747,3.005,88395,280,2,7734,3
33.756,3.006,89372,242,1,7957,3
33.765,3.007,87474,306,1,7574,1
33.774,3.008,88216,239,1,7816,2
33.783,3.009,86501,317,3,7543,3
33.792,3.010,89127,248,2,7717,4
33.802,3.011,86065,215,2,7814,3
33.811,3.012,86969,186,2,7869,4
33.820,3.013,87510,235,3,7859,3
33.829,3.014,85556,201,1,8048,2
33.839,3.015,86940,241,2,7650,3
33.848,3.016,86884,232,2,7705,3
33.857,3.017,86429,323,2,7571,3
33.866,3.018,86932,215,2,7816,3
33.875,3.019,85601,302,3,7629,5
33.884,3.020,87143,226,2,8041,3
33.893,3.021,86510,206,2,7774,2
33.903,3.022,85301,248,2,7566,1
33.912,3.023,86237,242,1,7902,3
33.921,3.024,85989,216,2,7871,3
33.930,3.025,85201,303,3,7517,3
33.939,3.026,84354,311,2,7625,3
33.949,3.027,86722,173,2,7833,5
33.958,3.028,85680,274,3,7628,4
33.967,3.029,86000,205,3,7716,3
33.977,3.030,86413,199,1,7605,3
33.986,3.031,84941,261,2,7757,2
33.995,3.032,85966,196,2,7819,4
34.004,3.033,85005,192,2,7636,3
34.013,3.034,83812,261,2,7408,4
34.023,3.035,85324,218,2,7433,4
34.032,3.036,85672,189,2,7641,3
34.041,3.037,85646,213,1,7498,4
34.050,3.038,84234,257,2,7453,2
34.059,3.039,85726,212,4,7715,5
34.069,3.040,86224,282,2,7540,4
34.078,3.041,84719,210,2,7689,4
34.088,3.042,85636,211,2,7829,6
34.097,3.043,86642,235,2,7770,5
34.106,3.044,87426,215,2,8038,3
34.116,3.045,85534,334,2,7643,6
34.125,3.046,85947,227,2,7624,5
34.134,3.047,86091,271,2,7601,5
34.143,3.048,87150,237,2,7539,4
34.153,3.049,86851,236,2,7720,2
34.162,3.050,85979,238,2,7789,2
34.171,3.051,87084,250,3,7775,6
34.180,3.052,87091,234,3,7810,4
34.189,3.053,86388,289,2,7596,5
34.198,3.054,84945,271,3,7976,4
34.207,3.055,86029,254,2,7926,4
34.216,3.056,86100,233,2,7931,3
34.225,3.057,88837,261,3,7828,4
34.234,3.058,91629,312,3,7569,6
34.243,3.059,89197,282,4,7594,4
34.252,3.060,86858,230,2,7973,3
34.261,3.061,86173,260,2,8044,3
34.270,3.062,87144,274,2,7910,3
34.279,3.063,85824,246,2,7865,4
34.288,3.064,87135,261,2,7743,4
34.297,3.065,85519,290,3,7493,3
34.306,3.066,84558,200,2,7735,3
34.316,3.067,86387,280,1,7516,4
34.325,3.068,87466,263,2,7650,5
34.334,3.069,85956,306,2,7491,3
34.343,3.070,84526,237,2,7653,3
34.352,3.071,86143,267,2,7531,4
34.361,3.072,84602,187,2,7720,3
34.370,3.073,86284,201,1,7925,3
34.379,3.074,86500,222,2,8113,2
34.388,3.075,88166,268,2,7893,2
34.397,3.076,86827,250,2,7813,4
34.405,3.077,86771,295,3,7699,4
34.414,3.078,85636,197,2,7731,2
34.423,3.079,86601,236,2,7620,5
34.432,3.080,85912,227,2,7658,4
34.441,3.081,84032,186,3,7610,4
34.450,3.082,84128,285,2,7457,3
34.459,3.083,84512,194,2,7501,2
34.468,3.084,85911,257,2,7644,3
34.477,3.085,82849,226,2,7261,2
34.486,3.086,83470,302,2,7352,4
34.495,3.087,83341,244,2,7378,3
34.504,3.088,82869,287,2,7137,3
34.513,3.089,83777,216,3,7514,3
34.522,3.090,82869,212,2,7507,4
34.531,3.091,83362,221,2,7522,3
34.540,3.092,84745,245,2,7454,6
34.549,3.093,83362,209,2,7500,2
34.558,3.094,83076,249,1,7403,3
34.567,3.095,83102,245,2,7498,3
34.576,3.096,84062,203,2,7449,2
34.585,3.097,84021,178,1,7631,3
34.594,3.098,83094,235,2,7415,3
34.603,3.099,82512,218,2,7401,5
34.612,3.100,82530,235,2,7392,3
34.621,3.101,81043,218,1,7509,2
34.630,3.102,81717,173,2,7503,4
34.639,3.103,83063,263,2,7281,3
34.648,3.104,81792,289,3,7261,4
34.657,3.105,82631,244,2,7362,3
34.667,3.106,81995,219,2,7423,3
34.676,3.107,82588,249,2,7201,4
34.685,3.108,82651,218,1,7279,3
34.694,3.109,81124,224,2,7166,2
34.703,3.110,82103,237,1,7254,3
34.712,3.111,82108,226,2,7433,1
34.722,3.112,78709,243,1,7162,3
34.731,3.113,79284,247,2,7133,2
34.740,3.114,81629,202,2,7349,3
34.749,3.115,81117,255,2,7189,4
34.758,3.116,82070,236,1,7207,3
34.767,3.117,81359,255,2,7176,4
34.776,3.118,81145,272,2,7055,4
34.785,3.119,81075,182,2,7304,2
34.794,3.120,80425,240,1,7302,2
34.803,3.121,80611,210,1,7272,1
34.812,3.122,82016,226,1,7178,3
34.822,3.123,81673,208,2,7229,2
34.831,3.124,81437,208,1,7370,2
34.840,3.125,82123,248,2,7446,2
34.849,3.126,81774,226,1,7514,3
34.858,3.127,84784,264,2,7496,3
34.868,3.128,85318,216,3,7757,4
34.877,3.129,84192,262,2,7493,3
34.886,3.130,83951,294,2,7415,3
34.895,3.131,82389,207,2,7522,4
34.904,3.132,83017,266,2,7672,3
34.913,3.133,83576,238,1,7343,3
34.922,3.134,81663,184,2,7479,2
34.931,3.135,81877,237,2,7347,2
34.940,3.136,82122,231,2,7443,3
34.949,3.137,80440,171,2,7493,1
34.958,3.138,81313,211,2,7511,2
34.967,3.139,82765,237,2,7837,2
34.976,3.140,82921,220,2,7447,2
34.985,3.141,83568,219,2,7419,2
34.994,3.142,82761,260,1,7364,3
35.003,3.143,83987,269,1,7226,2
35.013,3.144,83329,290,2,7312,3
35.022,3.145,81747,226,1,7346,2
35.031,3.146,82968,232,2,7236,3
35.040,3.147,83088,212,1,7319,3
35.049,3.148,82434,236,2,7139,3
35.058,3.149,83882,227,2,7409,4
35.067,3.150,84882,178,1,7594,2
35.076,3.151,84980,279,2,7247,2
35.085,3.152,84025,235,1,7451,3
35.094,3.153,83754,246,2,7360,2
35.103,3.154,83692,171,2,7667,4
35.112,3.155,83283,303,1,7117,3
35.121,3.156,83040,262,2,7245,2
35.130,3.157,82713,168,2,7486,2
35.139,3.158,84100,196,2,7418,2
35.148,3.159,84172,219,2,7533,3
35.156,3.160,87321,220,2,7733,4
35.165,3.161,86606,248,1,7197,2
35.174,3.162,85884,226,2,7425,2
35.183,3.163,85059,220,1,7339,2
35.192,3.164,85365,195,2,7621,2
35.201,3.165,84981,290,3,7403,5
35.210,3.166,85446,261,2,7103,2
35.219,3.167,89295,240,2,7341,3
35.228,3.168,89853,247,1,7315,2
35.237,3.169,86137,254,2,7254,3
35.246,3.170,86083,223,2,7201,2
35.256,3.171,85909,201,1,7598,3
35.265,3.172,85479,233,2,7179,2
35.274,3.173,84888,223,1,7247,3
35.283,3.174,84532,216,2,7283,2
35.291,3.175,86114,217,2,7004,2
35.300,3.176,86657,319,1,7025,2
35.309,3.177,85605,171,2,7312,2
35.318,3.178,85347,222,2,7216,2
35.327,3.179,85604,245,1,7121,3
35.337,3.180,86228,251,1,7264,3
35.346,3.181,84081,196,1,7297,3
35.355,3.182,84321,222,2,7164,2
35.364,3.183,86555,222,1,7307,2
35.373,3.184,84852,205,1,7426,2
35.382,3.185,83145,198,2,7410,3
35.391,3.186,83273,232,2,7366,3
35.400,3.187,83017,252,2,7320,3
35.409,3.188,84401,232,1,7359,2
35.418,3.189,83425,261,2,7322,3
35.427,3.190,83385,196,1,7422,2
35.436,3.191,86074,252,1,7340,3
35.445,3.192,83458,279,2,7132,2
35.454,3.193,83075,250,2,7253,2
35.463,3.194,82454,239,1,7461,2
35.472,3.195,83461,171,2,7662,2
35.481,3.196,83871,290,1,7366,3
35.490,3.197,83117,215,2,7551,2
35.500,3.198,82582,191,2,7578,3
35.509,3.199,82746,261,1,7286,4
35.518,3.200,82147,204,2,7352,2
35.528,3.201,83487,177,2,7529,4
35.537,3.202,84154,252,1,7432,3
35.546,3.203,83639,248,2,7344,3
35.555,3.204,82200,226,1,7306,3
35.565,3.205,83994,203,1,7390,3
35.574,3.206,81741,262,2,7319,2
35.583,3.207,81894,262,2,7196,4
35.592,3.208,82157,208,2,7510,3
35.601,3.209,82384,229,2,7391,2
35.611,3.210,83051,184,2,7367,3
35.620,3.211,81313,241,2,7131,5
35.629,3.212,81681,207,2,7135,3
35.638,3.213,83149,284,3,7095,6
35.647,3.214,83053,268,2,7339,4
35.657,3.215,84202,254,2,7513,3
35.666,3.216,83225,329,1,7091,2
35.675,3.217,82014,204,2,7355,2
35.684,3.218,83477,224,2,7409,3
35.693,3.219,83854,241,2,7578,1
35.702,3.220,82738,229,3,7367,2
35.712,3.221,85278,216,2,7455,4
35.721,3.222,82436,239,1,7279,2
35.730,3.223,83394,221,1,7513,2
35.739,3.224,83455,173,2,7460,2
35.748,3.225,83073,271,2,7135,3
